OTU	P	RA	Group	Level	NegativeLogP
305	OTU304	0.742921119323	0.180090149573516	Acidobacteria	nosig	0.129057295608672
306	OTU305	0.648625260172412	2.45632977980422	Acidobacteria	nosig	0.188006142095559
307	OTU306	0.506865288468543	2.73627111231908	Acidobacteria	nosig	0.295107449440926
308	OTU307	0.198805008805357	4.19146757870913	Acidobacteria	nosig	0.701572677941098
309	OTU308	0.0578047438408248	3.65688946371665	Acidobacteria	nosig	1.23803651903011
310	OTU309	0.479835474514402	2.79781334393192	Acidobacteria	nosig	0.318907647538806
311	OTU310	0.517678662308026	0.41340126725845	Acidobacteria	nosig	0.28593973540999
312	OTU311	0.420107755961362	0.725686381163541	Acidobacteria	nosig	0.376639300513595
313	OTU312	0.491432644799352	3.43881304649403	Acidobacteria	nosig	0.308535997661957
314	OTU313	0.72761505068047	0.543128584255464	Acidobacteria	nosig	0.138098326156281
315	OTU314	0.102536830015015	1.05874023048673	Acidobacteria	nosig	0.989120113151397
316	OTU315	0.387043942639139	1.86160168460337	Acidobacteria	nosig	0.412239725000951
317	OTU316	0.812671659269836	4.2386690002284	Acidobacteria	nosig	0.090084885365093
318	OTU317	0.843923395173624	1.22251934773521	Acidobacteria	nosig	0.0736969734730297
319	OTU318	0.275861934723798	3.53914536046796	Acidobacteria	nosig	0.559308222246151
320	OTU319	0.386286797490902	0.582663712406065	Acidobacteria	nosig	0.413090134917131
321	OTU320	0.86404114915058	3.90639089960605	Acidobacteria	nosig	0.0634655741605928
322	OTU321	0.86107520511141	1.31277313256869	Acidobacteria	nosig	0.0649589162135176
323	OTU322	0.33110068263486	2.76281446374487	Acidobacteria	nosig	0.480039923856064
324	OTU323	0.189695908350404	0.217812527820934	Acidobacteria	nosig	0.721942036533612
325	OTU324	0.718792458251119	4.04024190687342	Acidobacteria	nosig	0.143396488264658
326	OTU325	0.148616353806574	1.72187639557524	Acidobacteria	nosig	0.827933397996944
327	OTU326	0.0820413843495771	4.58561499721836	Actinobacteria	nosig	1.08596702004538
328	OTU327	0.999434301548172	1.81767676852178	Actinobacteria	nosig	0.00024574923258587
329	OTU328	0.0831310638808645	4.87805681492901	Actinobacteria	nosig	1.08023666152105
330	OTU329	0.371471719571855	1.95267368704081	Actinobacteria	nosig	0.430074243818339
331	OTU330	0.919310573558323	2.46893399911933	Actinobacteria	nosig	0.0365377447656749
332	OTU331	0.636373506148811	2.479342344834	Actinobacteria	nosig	0.196287909435398
333	OTU332	0.321971081267111	0.110660389601253	Actinobacteria	nosig	0.492183133925667
334	OTU333	0.750907532859128	3.22529234315734	Actinobacteria	nosig	0.124413538949857
335	OTU334	0.842351593717467	2.58724610968493	Actinobacteria	nosig	0.074506598120552
336	OTU335	0.348557241400704	1.63574298523599	Actinobacteria	nosig	0.457725890211369
337	OTU336	0.517938220431097	2.92809413046343	Actinobacteria	nosig	0.285722039725762
338	OTU337	0.712505077908281	3.10585482106544	Actinobacteria	nosig	0.147212036161996
339	OTU338	0.659389236290008	2.2194589615101	Actinobacteria	nosig	0.180858146452811
340	OTU339	0.661726769234519	0.893326454050839	Actinobacteria	nosig	0.179321296222836
341	OTU340	0.978960734582506	3.58964845828013	Actinobacteria	nosig	0.00923472708974222
342	OTU341	0.443998567736708	3.75154341600137	Actinobacteria	nosig	0.352618430842695
343	OTU342	0.163434540980961	4.22737780520692	Actinobacteria	nosig	0.786656152380502
344	OTU343	0.549728177126963	2.69705728252884	Actinobacteria	nosig	0.259852002060769
345	OTU344	0.263819683284964	1.54606454460882	Actinobacteria	nosig	0.578692805366049
346	OTU345	0.512091175850946	2.30976500122342	Actinobacteria	nosig	0.29065270768886
347	OTU346	0.401704058563337	1.95249554561451	Actinobacteria	nosig	0.396093780409834
348	OTU347	0.984182671748567	1.28278193064034	Actinobacteria	nosig	0.0069242857459821
349	OTU348	0.418903159396723	3.29040238675661	Actinobacteria	nosig	0.377886364147282
350	OTU349	0.267782598314807	4.77885232353583	Actinobacteria	nosig	0.572217648763174
351	OTU350	0.642132668977138	1.4908606386045	Actinobacteria	nosig	0.19237523446665
352	OTU351	0.179713187215384	3.26843597848201	Actinobacteria	nosig	0.745420053526855
353	OTU352	0.969096019607969	2.70498165783938	Actinobacteria	nosig	0.0136331902145223
354	OTU353	0.539318217500113	3.00738673969172	Actinobacteria	nosig	0.268154909535411
355	OTU354	0.204916812770534	0.173246433760505	Actinobacteria	nosig	0.688422407660689
356	OTU355	0.640807180397678	0.0739666107459925	Actinobacteria	nosig	0.193272630523041
357	OTU356	0.986656456964556	0.700322359218262	Actinobacteria	nosig	0.00583403762041591
358	OTU357	0.685332941589877	0.172844663576689	Actinobacteria	nosig	0.164098392643608
359	OTU358	0.447970102063846	0.506040787009988	Actinobacteria	nosig	0.34875097024735
360	OTU359	0.357177743513603	2.40401320946403	Actinobacteria	nosig	0.447115610730783
361	OTU360	0.843492553953547	1.0234509680653	Actinobacteria	nosig	0.0739187468521645
362	OTU361	0.186626191448886	4.08263604540844	Actinobacteria	nosig	0.729027406658613
363	OTU362	0.233175149536692	1.25809317912208	Actinobacteria	nosig	0.632317736049233
364	OTU363	0.901901748508681	2.46959780781763	Actinobacteria	nosig	0.0448407711106456
365	OTU364	0.342713576590177	3.26196827421663	Actinobacteria	nosig	0.465068690663785
366	OTU365	0.395135516335722	0.835646526515484	Actinobacteria	nosig	0.403253932466387
367	OTU366	0.794749154802412	4.19304065919714	Actinobacteria	nosig	0.0997699252752138
368	OTU367	0.233709745923989	2.2111528224661	Actinobacteria	nosig	0.631323176727344
369	OTU368	0.0668775212834589	1.20580284916796	Actinobacteria	nosig	1.17471983175422
370	OTU369	0.43627747297287	1.52933716056868	Actinobacteria	nosig	0.36023721107037
371	OTU370	0.509009285806678	0.839135617343709	Actinobacteria	nosig	0.293274294799164
372	OTU371	0.450752702669706	2.94855716561433	Actinobacteria	nosig	0.346061660609951
373	OTU372	0.375668361596763	0.786450986634009	Actinobacteria	nosig	0.425195379231335
374	OTU373	0.873159148928244	0.936344820575323	Actinobacteria	nosig	0.0589065911145887
375	OTU374	0.482352648407686	1.72914644966368	Actinobacteria	nosig	0.316635332593875
376	OTU375	0.557076629949734	0.960314597270917	Actinobacteria	nosig	0.254085060346447
377	OTU376	0.965651165309828	2.05743053486804	Actinobacteria	nosig	0.0151797310807315
378	OTU377	0.785861964977812	3.08712011087919	Actinobacteria	nosig	0.104653730185777
379	OTU378	0.248432531137951	3.44407310521929	Actinobacteria	nosig	0.604791535835811
380	OTU379	0.343347491091117	4.12645172066987	Actinobacteria	nosig	0.464266121734941
381	OTU380	0.972775327728596	1.90121146324091	Actinobacteria	nosig	0.0119874528402622
382	OTU381	0.605655088822823	4.76656297271838	Actinobacteria	nosig	0.217774629406818
383	OTU382	0.772782444104087	0.143219187029172	Actinobacteria	nosig	0.111942752683821
384	OTU383	0.404073924710974	3.08125611298019	Actinobacteria	nosig	0.393539174104533
385	OTU384	0.780734215665143	2.34469013103517	Actinobacteria	nosig	0.107496787269168
386	OTU385	0.56079332389636	1.80591162150959	Actinobacteria	nosig	0.251197165177328
387	OTU386	0.918295677180868	4.41799399263691	Actinobacteria	nosig	0.037017460092144
388	OTU387	0.226031619799323	0.425224149343558	Actinobacteria	nosig	0.645830802694161
389	OTU388	0.318107496516313	4.42229139868869	Actinobacteria	nosig	0.497426096195038
390	OTU389	0.140214292530436	0.981698087032419	Actinobacteria	nosig	0.853207714966143
391	OTU390	0.249962725152727	1.11458039670251	Actinobacteria	nosig	0.602124749197699
392	OTU391	0.978244046471082	4.35418484314578	Actinobacteria	nosig	0.00955278650688863
393	OTU392	0.331487066613045	0.351148378499784	Actinobacteria	nosig	0.479533411476888
394	OTU393	0.739683875557967	1.21275302363792	Actinobacteria	nosig	0.130953848423312
395	OTU394	0.796403442544397	4.96542678847909	Actinobacteria	nosig	0.0988668713533122
396	OTU395	0.150146858813241	3.40707875246881	Actinobacteria	nosig	0.82348374914163
397	OTU396	0.27761489758268	2.20565966248978	Actinobacteria	nosig	0.556557232149635
398	OTU397	0.307017628767062	1.91768421250163	Actinobacteria	nosig	0.512836686879654
399	OTU398	0.146005569363479	2.33286092050839	Actinobacteria	nosig	0.835630577792998
400	OTU399	0.162018149206415	4.01916676469846	Actinobacteria	nosig	0.790436333243137
401	OTU400	0.991674728062935	3.33168652745662	Actinobacteria	nosig	0.00363075422919242
402	OTU401	0.986751582438592	2.35671813715016	Actinobacteria	nosig	0.00579216846039504
403	OTU402	0.180214097828139	0.313634210708551	Actinobacteria	nosig	0.744211237943633
404	OTU403	0.910044102580287	1.22412969584111	Actinobacteria	nosig	0.0409375603787528
405	OTU404	0.597486745694187	1.20453670098213	Actinobacteria	nosig	0.223671724414507
406	OTU405	0.425676416128408	1.19173532379791	Actinobacteria	nosig	0.370920410497091
407	OTU406	0.477312359923962	0.355545056145638	Actinobacteria	nosig	0.321197319504962
408	OTU407	0.721176806092262	2.51073711583158	Actinobacteria	nosig	0.141958249154464
409	OTU408	0.128377608500887	1.25841918895021	Actinobacteria	nosig	0.891510718888089
410	OTU409	0.372346951172221	3.80301841769833	Actinobacteria	nosig	0.429052197868689
411	OTU410	0.696748173655942	2.75914825376822	Actinobacteria	nosig	0.156924161003156
412	OTU411	0.351101785677019	4.7429311366519	Actinobacteria	nosig	0.454566961740277
413	OTU412	0.839990168146323	0.476552352169529	Actinobacteria	nosig	0.0757257972057227
414	OTU413	0.254413478518836	4.74201879572356	Actinobacteria	nosig	0.594459884016971
415	OTU414	0.523051489377394	3.62587439691415	Actinobacteria	nosig	0.281455556922777
416	OTU415	0.312247188994661	4.61392279332504	Actinobacteria	nosig	0.50550146267233
417	OTU416	0.232422152790241	3.08851267115679	Actinobacteria	nosig	0.633722480515563
418	OTU417	0.953090200852603	0.846784181625117	Actinobacteria	nosig	0.0208659956063948
419	OTU418	0.355639260879252	0.95555642626714	Actinobacteria	nosig	0.448990301014488
420	OTU419	0.504533564613666	3.66440863205353	Actinobacteria	nosig	0.297109936579461
421	OTU420	0.0765929433400743	2.96815196991665	Actinobacteria	nosig	1.1158112409371
422	OTU421	0.570086494612042	1.59678769493476	Actinobacteria	nosig	0.244059247339914
423	OTU422	0.662028209515847	3.87533227477688	Actinobacteria	nosig	0.179123504554184
424	OTU423	0.616450367402285	1.71467610071413	Actinobacteria	nosig	0.210101884244288
425	OTU424	0.355840506916866	4.28559962068684	Actinobacteria	nosig	0.448744615754197
426	OTU425	0.896558596834075	2.92361604284961	Actinobacteria	nosig	0.047421320769886
427	OTU426	0.644944100035355	2.10782712446526	Actinobacteria	nosig	0.190477925827135
428	OTU427	0.337759669532534	4.66623528723139	Actinobacteria	nosig	0.471392208954311
429	OTU428	0.418794430571143	2.34035926526412	Actinobacteria	nosig	0.377999102514454
430	OTU429	0.202451337850653	0.54176433312241	Actinobacteria	nosig	0.693679348956144
431	OTU430	0.869424302654807	2.35397434796905	Actinobacteria	nosig	0.0607682243230472
432	OTU431	0.955446153099183	4.92121509521967	Actinobacteria	nosig	0.0197937838270279
433	OTU432	0.585462449281477	4.63010068630101	Actinobacteria	nosig	0.23250095472112
434	OTU433	0.363070042722393	2.20522387938108	Actinobacteria	nosig	0.440009583687186
435	OTU434	0.996786357776728	4.35511754319305	Actinobacteria	nosig	0.00139791448790677
436	OTU435	0.273078692005947	1.53675315029686	Actinobacteria	nosig	0.563712186001845
437	OTU9999	1e-06	2.5	Actinobacteria	enriched	6
438	OTU436	0.632038367004134	3.9999645243166	Bacteroidetes	nosig	0.199256557678955
439	OTU437	0.152769602951594	4.01252802424133	Bacteroidetes	nosig	0.815963050103595
440	OTU438	0.512680941447616	1.96528219600441	Bacteroidetes	nosig	0.290152826850566
441	OTU439	0.144473532179836	1.93886899080826	Bacteroidetes	nosig	0.840211709178145
442	OTU440	0.203107474558055	3.24530229023658	Bacteroidetes	nosig	0.69227409383012
443	OTU441	0.318843227240723	4.3152538985014	Bacteroidetes	nosig	0.49642280371427
444	OTU442	0.604678719164804	3.30033172095427	Bacteroidetes	nosig	0.218475315521603
445	OTU443	0.745122275908943	2.60581406410784	Bacteroidetes	nosig	0.127772452895902
446	OTU444	0.207244865549728	0.786468837887514	Bacteroidetes	nosig	0.683516220203709
447	OTU445	0.873144375043921	3.08319121928653	Bacteroidetes	nosig	0.0589139394550686
448	OTU446	0.72314543032553	0.257735753909219	Bacteroidetes	nosig	0.140774353830636
449	OTU447	0.772379559418187	2.51687701350311	Bacteroidetes	nosig	0.112169228094809
450	OTU448	0.189729903126135	3.71056569704087	Bacteroidetes	nosig	0.721864215030137
451	OTU449	0.390154115250334	3.78180390804773	Bacteroidetes	nosig	0.408763807892144
452	OTU450	0.689665857341606	0.362314018898178	Bacteroidetes	nosig	0.161361273699574
453	OTU451	0.547631471569184	2.24028557030251	Bacteroidetes	nosig	0.261511601560531
454	OTU452	0.382311703125015	2.5283249109285	Bacteroidetes	nosig	0.417582407382957
455	OTU453	0.278504166507628	1.38770334676374	Bacteroidetes	nosig	0.555168303263192
456	OTU454	0.105282206484117	3.01407063786173	Bacteroidetes	nosig	0.977645021775004
457	OTU455	0.27478875501547	3.6923962500412	Bacteroidetes	nosig	0.561001043572654
458	OTU456	0.895574017520994	3.58221016860334	Bacteroidetes	nosig	0.0478985147032617
459	OTU457	0.821236045262776	0.626640037423931	Bacteroidetes	nosig	0.0855319970569582
460	OTU458	0.760140506073367	2.8968470607535	Bacteroidetes	nosig	0.119106124334525
461	OTU459	0.197166139492765	4.0007533367374	Bacteroidetes	nosig	0.705167666951094
462	OTU460	0.168504984176252	1.19752779336413	Bacteroidetes	nosig	0.77338724869039
463	OTU461	0.975989518058486	3.63803633641219	Bacteroidetes	nosig	0.0105548465482714
464	OTU462	0.464323496283032	4.19821482929401	Bacteroidetes	nosig	0.333179339060778
465	OTU463	0.490815795480739	0.638250925356988	Bacteroidetes	nosig	0.309081469213697
466	OTU464	0.207033177174162	4.79680446330458	Bacteroidetes	nosig	0.683960053049825
467	OTU465	0.60568972947076	3.75143469265895	Bacteroidetes	nosig	0.217749790497161
468	OTU466	0.307239118474536	4.06390291992575	Bacteroidetes	nosig	0.512523489629953
469	OTU467	0.268592074373737	0.990092730906326	Bacteroidetes	nosig	0.570906806658127
470	OTU468	0.706647439918015	0.178545448533259	Bacteroidetes	nosig	0.150797210089646
471	OTU469	0.318709779647179	4.32572234654799	Bacteroidetes	nosig	0.496604609944402
472	OTU470	0.819878162874375	4.59994033369003	Bacteroidetes	nosig	0.0862506806927586
473	OTU471	0.139220776734874	0.731258540053386	Bacteroidetes	nosig	0.856295947570428
474	OTU472	0.830928567610681	2.41436067835893	Bacteroidetes	nosig	0.080436309580432
475	OTU473	0.456056866666768	2.34165942637483	Bacteroidetes	nosig	0.340981000888712
476	OTU474	0.768092896742746	3.51588412490673	Bacteroidetes	nosig	0.114586251188625
477	OTU475	0.679266231227666	0.374595760833472	Bacteroidetes	nosig	0.167959975216455
478	OTU476	0.472301027085632	3.6785479669692	Bacteroidetes	nosig	0.325781109987269
479	OTU477	0.645788875222206	2.00986137222499	Bacteroidetes	nosig	0.189909440692692
480	OTU478	0.0504420816083439	2.33436483185505	Bacteroidetes	nosig	1.29720699956994
481	OTU479	0.256381338322535	3.64023184812395	Bacteroidetes	nosig	0.591113589755806
482	OTU480	0.719628633384127	2.37651310276706	Bacteroidetes	nosig	0.142891564791014
483	OTU481	0.254408163786866	4.99764368870528	Bacteroidetes	nosig	0.594468956582191
484	OTU482	0.82323703521397	4.23738216906786	Bacteroidetes	nosig	0.0844751000686731
485	OTU483	0.342375680583064	4.14962615366094	Bacteroidetes	nosig	0.465497091435536
486	OTU484	0.703355551382992	3.82013950434048	Bacteroidetes	nosig	0.152825080430555
487	OTU485	0.936047025071457	0.604927134467289	Bacteroidetes	nosig	0.0287023326550161
488	OTU486	0.159990681591444	4.20293624554761	Bacteroidetes	nosig	0.795905311414497
489	OTU487	0.171320403495338	4.07856009447714	Bacteroidetes	nosig	0.766190911420038
490	OTU488	0.694312664552126	4.95749036135385	Bacteroidetes	nosig	0.158444912959
491	OTU489	0.457501166092697	0.289156897831708	Bacteroidetes	nosig	0.339607794653318
492	OTU490	0.842680929042399	3.74660016660346	Bacteroidetes	nosig	0.0743368346124855
493	OTU491	0.972866163461003	2.12560193187091	Bacteroidetes	nosig	0.0119469012200879
494	OTU492	0.116964528826065	2.93161229109392	Bacteroidetes	nosig	0.931945824328661
495	OTU493	0.486795933544636	4.16213360809488	Bacteroidetes	nosig	0.312653058310711
496	OTU494	0.716505862504709	0.116976605425589	Bacteroidetes	nosig	0.144780251822074
497	OTU495	0.132593159540556	0.107032727682963	Bacteroidetes	nosig	0.877478880534712
498	OTU496	0.993296815315261	4.98240625102771	Bacteroidetes	nosig	0.00292095695072538
499	OTU497	0.290444044326432	3.84016385205323	Bacteroidetes	nosig	0.5369375244819
500	OTU498	0.0970615138649009	1.60757992269937	Bacteroidetes	nosig	1.01295293929267
501	OTU499	0.702008699474391	4.06945813458879	Bacteroidetes	nosig	0.153657505946671
502	OTU500	0.797580985026434	4.95653512624558	Bacteroidetes	nosig	0.0982252085034873
503	OTU501	0.385925772180781	1.043759985012	Bacteroidetes	nosig	0.413496218209723
504	OTU502	0.398119372711517	3.2478842402692	Bacteroidetes	nosig	0.399986688889135
505	OTU503	0.322745124157518	2.21587610809365	Bacteroidetes	nosig	0.491140310076197
506	OTU504	0.125974266708363	4.69323989457916	Bacteroidetes	nosig	0.899718160977262
507	OTU505	0.397181556094438	4.94061636169208	Bacteroidetes	nosig	0.401010927025573
508	OTU506	0.219113123882562	2.30878182692686	Bacteroidetes	nosig	0.659331609390078
509	OTU507	0.559251034597401	1.19154396882514	Bacteroidetes	nosig	0.25239320379901
510	OTU508	0.528751276421826	3.49267187915975	Bacteroidetes	nosig	0.276748571215414
511	OTU509	0.947783348301891	2.8053301058244	Bacteroidetes	nosig	0.0232909257317117
512	OTU510	0.374255219753832	2.9443149429746	Bacteroidetes	nosig	0.426832133818637
513	OTU511	0.491478085448034	2.19647467220202	Bacteroidetes	nosig	0.308495842188253
514	OTU512	0.12840462254826	2.1595665111905	Bacteroidetes	nosig	0.891419341445784
515	OTU513	0.867101503780577	3.00442925755633	Bacteroidetes	nosig	0.0619300605958503
516	OTU514	0.425877607974689	2.28782364509534	Bacteroidetes	nosig	0.37071519389827
517	OTU515	0.749104382854421	4.78521286034957	Bacteroidetes	nosig	0.125457661954592
518	OTU516	0.213156235683709	4.22993023250019	Bacteroidetes	nosig	0.671301957957437
519	OTU517	0.482023549755104	1.15270458316663	Bacteroidetes	nosig	0.316931743340301
520	OTU518	0.781694521463942	2.12984237618512	Bacteroidetes	nosig	0.106962931801762
521	OTU519	0.109517498430796	2.12891553089721	Bacteroidetes	nosig	0.960516484798365
522	OTU520	0.824327420338523	0.152914701960981	Bacteroidetes	nosig	0.0839002535911528
523	OTU521	0.336085398239084	1.9332174492185	Bacteroidetes	nosig	0.473550355730307
524	OTU522	0.396437476587016	2.14062471655197	Bacteroidetes	nosig	0.40182529690722
525	OTU523	0.346507152332924	0.997559013939463	Bacteroidetes	nosig	0.460287796588499
526	OTU524	0.0855014666332863	3.5413799446309	Bacteroidetes	nosig	1.06802643561943
527	OTU525	0.542864677228499	0.11692635245854	Bacteroidetes	nosig	0.265308415820504
528	OTU526	0.695062744920142	3.66945537354331	Bacteroidetes	nosig	0.157975988873774
529	OTU527	0.908071882254444	2.19198428498348	Bacteroidetes	nosig	0.0418797717092889
530	OTU528	0.0742503635236062	3.66963846039725	Bacteroidetes	nosig	1.12930141573587
531	OTU529	0.989624357200228	0.11901068482548	Bacteroidetes	nosig	0.00452962414341221
532	OTU530	0.337743243365549	0.274300876981579	Bacteroidetes	nosig	0.471413330384125
533	OTU531	0.942181480571162	2.1211511633941	Bacteroidetes	nosig	0.025865436464583
534	OTU532	0.703227202640846	3.23700801053783	Bacteroidetes	nosig	0.152904337979346
535	OTU533	0.474685145111289	1.13797923870152	Bacteroidetes	nosig	0.323594358964474
536	OTU534	0.825654231850058	4.17554113151273	Bacteroidetes	nosig	0.0832017888034696
537	OTU535	0.0875242379610427	3.48909820204135	Bacteroidetes	nosig	1.05787166177692
538	OTU10000	1e-07	0.05	Bacteroidetes	enriched	7
539	OTU536	0.752080101240426	4.50066620177822	Chloroflexi	nosig	0.123735901863012
540	OTU537	0.381283519032877	2.10048941217829	Chloroflexi	nosig	0.418751966684811
541	OTU538	0.83778828229988	2.08447328113252	Chloroflexi	nosig	0.0768657181787749
542	OTU539	0.558764322113711	1.28757419754984	Chloroflexi	nosig	0.25277133198486
543	OTU540	0.310818095435388	1.90014684324851	Chloroflexi	nosig	0.507493705061055
544	OTU541	0.81090080132708	1.19786902671913	Chloroflexi	nosig	0.0910322704143204
545	OTU542	0.13706246005604	4.66143566499231	Chloroflexi	nosig	0.863081477544339
546	OTU543	0.840502385504078	2.40790653800359	Chloroflexi	nosig	0.0754610496132223
547	OTU544	0.313012318848632	0.285941764793824	Chloroflexi	nosig	0.504438570112637
548	OTU545	0.765454594604671	3.8789787272457	Chloroflexi	nosig	0.116080565772364
549	OTU546	0.965944941609632	1.68903078063158	Chloroflexi	nosig	0.0150476274526016
550	OTU547	0.127393232018221	2.78673852952197	Chloroflexi	nosig	0.894853644019635
551	OTU548	0.861646509158891	3.39783611815656	Chloroflexi	nosig	0.0646708671312426
552	OTU549	0.812126306234859	1.42280513587175	Chloroflexi	nosig	0.0903764217009353
553	OTU550	0.415914924361277	0.311635607923381	Chloroflexi	nosig	0.380995495476717
554	OTU551	0.361217529058922	2.15750498933485	Chloroflexi	nosig	0.442231182531166
555	OTU552	0.244691767834593	3.07008648604387	Chloroflexi	nosig	0.611380641372158
556	OTU553	0.590913529519457	4.88142787357792	Chloroflexi	nosig	0.228476066327024
557	OTU554	0.893652430921793	4.85051059508696	Chloroflexi	nosig	0.0488313589255415
558	OTU555	0.553228386875708	0.487998558860272	Chloroflexi	nosig	0.257095543770277
559	OTU556	0.607610723946709	2.51698118442437	Chloroflexi	nosig	0.216374569717447
560	OTU557	0.682448385411408	2.00866237052251	Chloroflexi	nosig	0.165930189384151
561	OTU558	0.553397835651413	1.98214304896537	Chloroflexi	nosig	0.256962543725039
562	OTU559	0.534350754425395	1.62657247971511	Chloroflexi	nosig	0.272173573112585
563	OTU560	0.0653524568653665	3.42874651845777	Chloroflexi	nosig	1.18473808087587
564	OTU561	0.0953244856907986	1.45884379250929	Chloroflexi	nosig	1.02079552921979
565	OTU562	0.932883148407564	1.98096883548424	Chloroflexi	nosig	0.0301727519447912
566	OTU563	0.780821261764504	4.95133437346667	Chloroflexi	nosig	0.107448369340751
567	OTU564	0.241026585293002	3.97042837088229	Chloroflexi	nosig	0.617935051992466
568	OTU565	0.667748425365426	1.59640550016193	Chloroflexi	nosig	0.175387127426264
569	OTU566	0.671078348252922	4.09473276542267	Chloroflexi	nosig	0.173226773083531
570	OTU567	0.42549107336672	1.1435033724294	Chloroflexi	nosig	0.371109546809104
571	OTU568	0.821689587121364	2.530315410404	Chloroflexi	nosig	0.0852922165974928
572	OTU569	0.569672246777918	0.876512866746634	Chloroflexi	nosig	0.244374937932824
573	OTU570	0.890876018966082	0.642313012725208	Chloroflexi	nosig	0.0501827314574074
574	OTU571	0.575648288184311	4.49316934030503	Chloroflexi	nosig	0.239842782469317
575	OTU572	0.910745706036687	0.513888649374712	Chloroflexi	nosig	0.0406028676830473
576	OTU573	0.608088298665825	4.33203985549044	Chloroflexi	nosig	0.216033353557822
577	OTU574	0.452290468430147	1.41912774537923	Chloroflexi	nosig	0.344582564480057
578	OTU575	0.952106056839693	0.185054279025644	Chloroflexi	nosig	0.0213146720621609
579	OTU576	0.723586008290295	3.94755556863965	Chloroflexi	nosig	0.140509839519613
580	OTU577	0.442640137684066	1.82536848399322	Chloroflexi	nosig	0.353949207705749
581	OTU578	0.0674458795343526	0.174259680544492	Chloroflexi	nosig	1.1710445774992
582	OTU579	0.588397378625814	3.74316330990987	Chloroflexi	nosig	0.230329270769253
583	OTU580	0.515560280438513	0.196646606910508	Chloroflexi	nosig	0.287720548748509
584	OTU581	0.884740320162382	2.19763091341592	Chloroflexi	nosig	0.0531841802282382
585	OTU582	0.822210053505842	1.32030282333726	Chloroflexi	nosig	0.0850172172231257
586	OTU583	0.861394978652243	2.51517534382874	Chloroflexi	nosig	0.0647976642079426
587	OTU584	0.39950115038082	3.28410839135759	Chloroflexi	nosig	0.398481965778468
588	OTU585	0.880252417200245	0.464101584022865	Chloroflexi	nosig	0.0553927736701193
589	OTU586	0.193771262874361	0.943338685610797	Chloroflexi	nosig	0.712710630280569
590	OTU587	0.317721086216625	0.567089382885024	Chloroflexi	nosig	0.497953961365376
591	OTU588	0.683369899948593	4.07134526990121	Chloroflexi	nosig	0.165344154267313
592	OTU589	0.978514397959225	3.15613708611345	Chloroflexi	nosig	0.00943277970629835
593	OTU590	0.603602749819402	3.17133380555315	Chloroflexi	nosig	0.219248790386388
594	OTU591	0.550260575558059	1.98490475855069	Chloroflexi	nosig	0.259431601909786
595	OTU592	0.107743113627657	2.18965519025223	Chloroflexi	nosig	0.967610478096067
596	OTU593	0.970586920483038	1.77573831120972	Chloroflexi	nosig	0.0129655654834536
597	OTU594	0.164225272147451	3.97811090544565	Chloroflexi	nosig	0.784560009764432
598	OTU595	0.133945135958493	4.4403337547672	Chloroflexi	nosig	0.87307305260255
599	OTU596	0.886725909158122	3.27307907926152	Chloroflexi	nosig	0.0522106017416304
600	OTU597	0.532952098257374	2.98467315809103	Chloroflexi	nosig	0.273311823613908
601	OTU598	0.370620247442275	1.67271936456673	Chloroflexi	nosig	0.431070858324589
602	OTU599	0.899617894180119	0.424662371352315	Chloroflexi	nosig	0.0459419146565989
603	OTU600	0.0803730466752313	2.97736684828997	Chloroflexi	nosig	1.09488956869885
604	OTU601	0.275368212535977	0.932766979432199	Chloroflexi	nosig	0.560086194496646
605	OTU602	0.702165833546314	3.71968311441597	Chloroflexi	nosig	0.153560306547258
606	OTU603	0.264527502155397	1.50468723025406	Chloroflexi	nosig	0.577529168946699
607	OTU604	0.352569858729839	3.21396976293763	Chloroflexi	nosig	0.452754818374853
608	OTU605	0.215284625918139	0.667870866390877	Chloroflexi	nosig	0.66698698326206
609	OTU606	0.811358104506507	1.31356562956935	Chloroflexi	nosig	0.0907874213930837
610	OTU607	0.188967955077533	4.11184470227454	Chloroflexi	nosig	0.723611836635967
611	OTU608	0.831581522070337	4.02871294523356	Chloroflexi	nosig	0.0800951693550538
612	OTU609	0.364447937195655	0.276881422102451	Chloroflexi	nosig	0.438364503569787
613	OTU610	0.405460918461904	4.38388202320784	Chloroflexi	nosig	0.392051000181073
614	OTU611	0.648258152604103	0.683644995337818	Chloroflexi	nosig	0.188252012763453
615	OTU612	0.141802055877633	3.06371544754365	Chloroflexi	nosig	0.848317472609657
616	OTU613	0.0708940295502543	2.37435602270998	Chloroflexi	nosig	1.14939033805473
617	OTU614	0.993392541317735	2.808590873715	Chloroflexi	nosig	0.00287910513877275
618	OTU615	0.604741903382819	3.66544428366469	Chloroflexi	nosig	0.218429937500523
619	OTU616	0.792731911875308	2.3758005094016	Chloroflexi	nosig	0.1008736586826
620	OTU617	0.897301316470839	4.94361979216337	Chloroflexi	nosig	0.04706169507572
621	OTU618	0.767122180899605	4.92410850346787	Chloroflexi	nosig	0.115135459695621
622	OTU619	0.980243543616962	1.99675917105051	Chloroflexi	nosig	0.00866600950290055
623	OTU620	0.0919397145393304	3.06379333082587	Chloroflexi	nosig	1.03649684901062
624	OTU621	0.90823084047297	1.76014446390327	Chloroflexi	nosig	0.0418037550007617
625	OTU622	0.872225773346145	2.21370718252147	Chloroflexi	nosig	0.0593710845318479
